address,price,bathrooms,bedrooms,area,zestimate,rent_zestimate,days_on_zillow,property_url,zip,$/sqft,compare_$sqft_sold_inZip,household_median_income_on_threshold,median_age,median_house_value,poverty_rate,unemployment_rate,Target
"15 Northern Ave, Lynn, MA 01904",619900,3,4,1800.0 ,631400,3200,64,https://www.zillow.com/homedetails/15-Northern-Ave-Lynn-MA-01904/56068584_zpid/,01904,344,0.1316,16.84,38.0,0.6933,0.042,0.065,0
"5 Sullivan Dr, Randolph, MA 02368",525000,2,3,1412.0 ,568600,2880,14,https://www.zillow.com/homedetails/5-Sullivan-Dr-Randolph-MA-02368/57495605_zpid/,02368,372,1.0000,18.43,40.4,0.5828,0.075,0.063,1
"1460 Grafton Rd, Millbury, MA 01527",449000,2,3,1612.0 ,477800,2499,80,https://www.zillow.com/homedetails/1460-Grafton-Rd-Millbury-MA-01527/57615681_zpid/,01527,279,1.0000,22.54,44.9,0.5467,0.023,0.069,1
"11 Huntington Ave, Marlborough, MA 01752",459000,2,6,1996.0 ,470000,3200,46,https://www.zillow.com/homedetails/11-Huntington-Ave-Marlborough-MA-01752/56271956_zpid/,01752,230,-0.2333,15.63,39.8,0.3171,0.040,0.040,1
"507 Lynnfield St, Lynn, MA 01904",639999,2,5,1981.0 ,688100,2706,13,https://www.zillow.com/homedetails/507-Lynnfield-St-Lynn-MA-01904/56065166_zpid/,01904,323,0.0742,16.84,38.0,0.7482,0.042,0.065,0
"763 American Legion Hwy, Roslindale, MA 02131",649900,2,3,1757.0 ,637000,3499,1,https://www.zillow.com/homedetails/763-American-Legion-Hwy-Roslindale-MA-02131/59146737_zpid/,02131,370,0.0665,15.11,38.5,0.3937,0.091,0.050,0
"42 Frank Rd, Weymouth, MA 02191",559900,2,4,1344.0 ,579300,2849,94,https://www.zillow.com/homedetails/42-Frank-Rd-Weymouth-MA-02191/56623135_zpid/,02191,417,0.2595,12.17,48.6,0.5407,0.050,0.064,0
"86 Wheelock Ave, Millbury, MA 01527",389000,3,4,1392.0 ,,2469,17,https://www.zillow.com/homedetails/86-Wheelock-Ave-Millbury-MA-01527/57616089_zpid/,01527,279,1.0000,22.54,44.9,0.3400,0.023,0.069,0
"568 Lincoln St, Marlborough, MA 01752",460000,2,4,2080.0 ,478400,2999,65,https://www.zillow.com/homedetails/568-Lincoln-St-Marlborough-MA-01752/56529769_zpid/,01752,221,-0.2824,15.63,39.8,0.3199,0.040,0.040,1
"7 Corey Rd, Marlborough, MA 01752",479000,3,3,2575.0 ,513300,3779,18,https://www.zillow.com/homedetails/7-Corey-Rd-Marlborough-MA-01752/56529055_zpid/,01752,186,-0.5246,15.63,39.8,0.3745,0.040,0.040,1
"26 Windsor Rd, Quincy, MA 02171",649000,2,4,1778.0 ,656900,3528,0,https://www.zillow.com/homedetails/26-Windsor-Rd-Quincy-MA-02171/56601482_zpid/,02171,365,-0.2197,20.05,41.0,0.4195,0.070,0.024,0
"171 Central St, Stoughton, MA 02072",549900,3,4,2350.0 ,576500,3349,4,https://www.zillow.com/homedetails/171-Central-St-Stoughton-MA-02072/56612448_zpid/,02072,234,1.0000,19.31,44.8,0.5788,0.057,0.043,1
"22 Holly Ave, Lynn, MA 01904",589900,3,4,2736.0 ,627400,3200,5,https://www.zillow.com/homedetails/22-Holly-Ave-Lynn-MA-01904/56064714_zpid/,01904,216,-0.3872,16.84,38.0,0.6113,0.042,0.065,1
"17 Fernandez Cir, Randolph, MA 02368",535000,2,4,2469.0 ,553100,3681,4,https://www.zillow.com/homedetails/17-Fernandez-Cir-Randolph-MA-02368/57501211_zpid/,02368,217,1.0000,18.43,40.4,0.6129,0.075,0.063,0
"25 Meadowbrook Ln, Stoughton, MA 02072",519900,2,3,1721.0 ,538900,3170,0,https://www.zillow.com/homedetails/25-Meadowbrook-Ln-Stoughton-MA-02072/56609629_zpid/,02072,302,1.0000,19.31,44.8,0.4927,0.057,0.043,1
"205 Pond St, Avon, MA 02322",499900,2,3,2100.0 ,519100,3334,34,https://www.zillow.com/homedetails/205-Pond-St-Avon-MA-02322/57422511_zpid/,02322,238,1.0000,21.71,40.0,0.5080,0.066,0.048,1
"95 Church St, Marlborough, MA 01752",589900,2,6,2970.0 ,624900,4214,13,https://www.zillow.com/homedetails/95-Church-St-Marlborough-MA-01752/56529037_zpid/,01752,199,-0.4279,15.63,39.8,0.6927,0.040,0.040,1
"18 Kingman St, Weymouth, MA 02188",575000,2,3,1700.0 ,601700,2895,32,https://www.zillow.com/homedetails/18-Kingman-St-Weymouth-MA-02188/56627968_zpid/,02188,338,0.0204,23.26,40.2,0.5342,0.019,0.078,0
"27 Sylvia St, Lynn, MA 01904",610000,3,6,2898.0 ,654300,2876,4,https://www.zillow.com/homedetails/27-Sylvia-St-Lynn-MA-01904/56066799_zpid/,01904,210,-0.4209,16.84,38.0,0.6662,0.042,0.065,1
"44 Mark Dr, Milford, MA 01757",625000,5,5,4952.0 ,668200,3428,58,https://www.zillow.com/homedetails/44-Mark-Dr-Milford-MA-01757/56712385_zpid/,01757,126,1.0000,18.92,39.4,0.9854,0.078,0.050,1
"51 Essex St, Marlborough, MA 01752",350000,2,3,1072.0 ,391700,2585,19,https://www.zillow.com/homedetails/51-Essex-St-Marlborough-MA-01752/56529107_zpid/,01752,326,0.1314,15.63,39.8,0.0043,0.040,0.040,0
"51 Norfolk St, Weymouth, MA 02188",399999,2,3,1842.0 ,522400,3028,0,https://www.zillow.com/homedetails/51-Norfolk-St-Weymouth-MA-02188/56626000_zpid/,02188,217,-0.5258,23.26,40.2,0.0672,0.019,0.078,1
"77-78 Prospect Hts, Milford, MA 01757",629900,4,6,2728.0 ,642300,3206,81,https://www.zillow.com/homedetails/77-78-Prospect-Hts-Milford-MA-01757/2070790244_zpid/,01757,231,1.0000,18.92,39.4,1.0010,0.078,0.050,0
"12 Stacy St, Randolph, MA 02368",530000,2,4,1652.0 ,532900,3128,1,https://www.zillow.com/homedetails/12-Stacy-St-Randolph-MA-02368/57494561_zpid/,02368,321,1.0000,18.43,40.4,0.5978,0.075,0.063,0
"6 Berkeley Rd, Milford, MA 01757",445900,3,4,1800.0 ,470700,,5,https://www.zillow.com/homedetails/6-Berkeley-Rd-Milford-MA-01757/2145255472_zpid/,01757,248,1.0000,18.92,39.4,0.4165,0.078,0.050,1
"288 Main St, Milford, MA 01757",439900,2,6,2600.0 ,,,24,https://www.zillow.com/homedetails/288-Main-St-Milford-MA-01757/2069525590_zpid/,01757,169,1.0000,18.92,39.4,0.3974,0.078,0.050,0
"99 Lincoln St, Stoughton, MA 02072",459900,2,4,1036.0 ,501100,2528,33,https://www.zillow.com/homedetails/99-Lincoln-St-Stoughton-MA-02072/56609429_zpid/,02072,444,1.0000,19.31,44.8,0.3204,0.057,0.043,0
"1 Ramsdell Ave, Roslindale, MA 02131",599900,2,6,2034.0 ,626500,2823,10,https://www.zillow.com/homedetails/1-Ramsdell-Ave-Roslindale-MA-02131/59144635_zpid/,02131,295,-0.1708,15.11,38.5,0.2865,0.091,0.050,0
"1 Summer St, Weymouth, MA 02188",559900,2,4,2035.0 ,579800,1385,3,https://www.zillow.com/homedetails/1-Summer-St-Weymouth-MA-02188/56627605_zpid/,02188,275,-0.2043,23.26,40.2,0.4939,0.019,0.078,1
"283 West St, Weymouth, MA 02188",499900,2,3,1464.0 ,521700,2799,5,https://www.zillow.com/homedetails/283-West-St-Weymouth-MA-02188/56631857_zpid/,02188,341,0.0297,23.26,40.2,0.3338,0.019,0.078,1
"11 Sidney St, Marlborough, MA 01752",375000,2,3,1419.0 ,389300,2828,11,https://www.zillow.com/homedetails/11-Sidney-St-Marlborough-MA-01752/56530603_zpid/,01752,264,-0.0732,15.63,39.8,0.0760,0.040,0.040,1
"74 Freeman St, Stoughton, MA 02072",599000,2,6,2576.0 ,628900,1490,84,https://www.zillow.com/homedetails/74-Freeman-St-Stoughton-MA-02072/56608973_zpid/,02072,233,1.0000,19.31,44.8,0.7198,0.057,0.043,1
"273 Washington St, Weymouth, MA 02188",474900,2,4,1896.0 ,480300,3128,27,https://www.zillow.com/homedetails/273-Washington-St-Weymouth-MA-02188/56626326_zpid/,02188,250,-0.3228,23.26,40.2,0.2671,0.019,0.078,1
"92 Pleasant St, Stoughton, MA 02072",649900,3,4,2194.0 ,,3499,60,https://www.zillow.com/homedetails/92-Pleasant-St-Stoughton-MA-02072/56609001_zpid/,02072,296,1.0000,19.31,44.8,0.8659,0.057,0.043,0
"25 Magnolia Ave, Lynn, MA 01904",569999,3,4,2173.0 ,617100,3200,10,https://www.zillow.com/homedetails/25-Magnolia-Ave-Lynn-MA-01904/56066277_zpid/,01904,262,-0.1402,16.84,38.0,0.5569,0.042,0.065,0
"100 Spring View Dr, Lynn, MA 01904",619900,2,4,1912.0 ,636900,3200,10,https://www.zillow.com/homedetails/100-Spring-View-Dr-Lynn-MA-01904/56067177_zpid/,01904,324,0.0775,16.84,38.0,0.6933,0.042,0.065,0
"285 Concord Rd, Marlborough, MA 01752",619000,4,4,3330.0 ,656000,4300,75,https://www.zillow.com/homedetails/285-Concord-Rd-Marlborough-MA-01752/56271343_zpid/,01752,186,-0.5257,15.63,39.8,0.7762,0.040,0.040,1
"107 Ontario St, Lynn, MA 01904",515000,2,4,1788.0 ,559500,3200,10,https://www.zillow.com/homedetails/107-Ontario-St-Lynn-MA-01904/56069188_zpid/,01904,288,-0.0384,16.84,38.0,0.4067,0.042,0.065,1
"27 Woodlawn St, Randolph, MA 02368",609000,3,5,2512.0 ,642300,3955,12,https://www.zillow.com/homedetails/27-Woodlawn-St-Randolph-MA-02368/57500760_zpid/,02368,242,1.0000,18.43,40.4,0.8360,0.075,0.063,1
"107 Chestnut Cir, Randolph, MA 02368",485000,3,3,1388.0 ,487500,3454,5,https://www.zillow.com/homedetails/107-Chestnut-Cir-Randolph-MA-02368/57497079_zpid/,02368,349,1.0000,18.43,40.4,0.4622,0.075,0.063,1
"138 Pleasant St, Marlborough, MA 01752",349990,3,4,1778.0 ,368400,1264,3,https://www.zillow.com/homedetails/138-Pleasant-St-Marlborough-MA-01752/56528540_zpid/,01752,197,-0.4408,15.63,39.8,0.0043,0.040,0.040,1
"134 Bellevue Rd, Lynn, MA 01904",459000,2,3,1452.0 ,496000,3200,19,https://www.zillow.com/homedetails/134-Bellevue-Rd-Lynn-MA-01904/56069063_zpid/,01904,316,0.0539,16.84,38.0,0.2538,0.042,0.065,0
"528 Main St, Woburn, MA 01801",649900,3,3,2000.0 ,649900,3750,6,https://www.zillow.com/homedetails/528-Main-St-Woburn-MA-01801/2075153750_zpid/,01801,325,-0.0444,29.96,40.0,0.4318,0.044,0.030,1
"1 Parliament Ln, Woburn, MA 01801",679900,3,3,2190.0 ,708500,3669,4,https://www.zillow.com/homedetails/1-Parliament-Ln-Woburn-MA-01801/56390903_zpid/,01801,310,-0.0932,29.96,40.0,0.4979,0.044,0.030,1
"17 Crawford Rd, Braintree, MA 02184",539900,2,4,1286.0 ,553100,2799,4,https://www.zillow.com/homedetails/17-Crawford-Rd-Braintree-MA-02184/184100537_zpid/,02184,420,0.0829,37.89,41.5,0.1827,0.039,0.035,0
"251 Phineas St, Dracut, MA 01826",480000,2,4,1700.0 ,511500,3200,82,https://www.zillow.com/homedetails/251-Phineas-St-Dracut-MA-01826/56460839_zpid/,01826,282,1.0000,28.57,40.0,0.4419,0.043,0.041,0
"375 Main St, Lancaster, MA 01523",595000,6,10,6853.0 ,603300,2246,101,https://www.zillow.com/homedetails/375-Main-St-Lancaster-MA-01523/2071258756_zpid/,01523,87,1.0000,33.41,39.2,0.6333,0.028,0.053,0
"126 Treble Cove Rd, North Billerica, MA 01862",574900,2,4,1748.0 ,610100,3200,10,https://www.zillow.com/homedetails/126-Treble-Cove-Rd-North-Billerica-MA-01862/56415287_zpid/,01862,329,0.1440,37.88,43.5,0.4886,0.015,0.064,1
"92 Hunter Ave, Hudson, MA 01749",629900,3,3,2667.0 ,669500,3764,39,https://www.zillow.com/homedetails/92-Hunter-Ave-Hudson-MA-01749/57078962_zpid/,01749,236,0.0236,31.01,44.0,0.7809,0.044,0.038,1
"42 Fairmount Ave, Saugus, MA 01906",499900,2,3,1100.0 ,540200,2400,0,https://www.zillow.com/homedetails/42-Fairmount-Ave-Saugus-MA-01906/56133173_zpid/,01906,454,0.3519,26.61,47.1,0.2656,0.071,0.050,0
"69R Eastern Ave, Woburn, MA 01801",569900,2,3,1354.0 ,588700,2999,11,https://www.zillow.com/homedetails/69R-Eastern-Ave-Woburn-MA-01801/2089590946_zpid/,01801,421,0.1937,29.96,40.0,0.2556,0.044,0.030,0
"75 Kent Dr, Hudson, MA 01749",529900,2,4,1735.0 ,560300,2949,3,https://www.zillow.com/homedetails/75-Kent-Dr-Hudson-MA-01749/57077095_zpid/,01749,305,0.2449,31.01,44.0,0.4982,0.044,0.038,0
"17 Church St, Woburn, MA 01801",649900,3,5,2924.0 ,683000,2999,3,https://www.zillow.com/homedetails/17-Church-St-Woburn-MA-01801/56386405_zpid/,01801,222,-0.5270,29.96,40.0,0.4318,0.044,0.030,1
"100 Stagecoach Rd, Lancaster, MA 01523",649000,4,4,3225.0 ,667600,3625,2,https://www.zillow.com/homedetails/100-Stagecoach-Rd-Lancaster-MA-01523/57605396_zpid/,01523,201,1.0000,33.41,39.2,0.7815,0.028,0.053,0
"5 Franklin St, Woburn, MA 01801",499900,2,3,1426.0 ,520800,2999,7,https://www.zillow.com/homedetails/5-Franklin-St-Woburn-MA-01801/56386335_zpid/,01801,351,0.0319,29.96,40.0,0.1013,0.044,0.030,0
"12 Warren Ave, Woburn, MA 01801",620300,2,3,1500.0 ,644400,3069,24,https://www.zillow.com/homedetails/12-Warren-Ave-Woburn-MA-01801/56388387_zpid/,01801,414,0.1793,29.96,40.0,0.3666,0.044,0.030,0
"96 Fitchburg Rd, Townsend, MA 01469",194000,3,3,1638.0 ,439900,3539,320,https://www.zillow.com/homedetails/96-Fitchburg-Rd-Townsend-MA-01469/57116831_zpid/,01469,118,1.0000,31.38,40.5,-0.3250,0.024,0.032,1
"73 Fulton Spring Rd, Medford, MA 02155",679900,2,3,1933.0 ,707200,2999,3,https://www.zillow.com/homedetails/73-Fulton-Spring-Rd-Medford-MA-02155/56274992_zpid/,02155,352,-0.2483,37.84,34.1,0.3576,0.038,0.028,1
"20 F St, Hull, MA 02045",499900,2,3,1579.0 ,504200,3200,59,https://www.zillow.com/homedetails/20-F-St-Hull-MA-02045/57532255_zpid/,02045,317,0.1172,26.39,53.5,0.2295,0.028,0.067,0
"60 Water St, Danvers, MA 01923",699000,2,3,2200.0 ,750300,2400,13,https://www.zillow.com/homedetails/60-Water-St-Danvers-MA-01923/56916928_zpid/,01923,318,0.0284,27.50,44.6,0.6355,0.050,0.036,0
"162 Hobart St, Danvers, MA 01923",550000,2,4,1940.0 ,587700,2999,6,https://www.zillow.com/homedetails/162-Hobart-St-Danvers-MA-01923/56913104_zpid/,01923,284,-0.0889,27.50,44.6,0.2869,0.050,0.036,1
"456 Grove St, Braintree, MA 02184",599900,2,3,1832.0 ,629100,3200,38,https://www.zillow.com/homedetails/456-Grove-St-Braintree-MA-02184/184103914_zpid/,02184,327,-0.1758,37.89,41.5,0.3141,0.039,0.035,0
"1194 Main St, Boylston, MA 01505",569000,3,4,2584.0 ,586000,3329,4,https://www.zillow.com/homedetails/1194-Main-St-Boylston-MA-01505/57570154_zpid/,01505,220,1.0000,39.42,45.2,0.4745,0.024,0.025,1
"491 Nichols St, Norwood, MA 02062",558800,2,4,1456.0 ,580300,3481,10,https://www.zillow.com/homedetails/491-Nichols-St-Norwood-MA-02062/57487619_zpid/,02062,384,1.0000,28.76,40.8,0.2720,0.065,0.030,0
"10 Whitney St, Saugus, MA 01906",514900,2,3,1572.0 ,566400,3200,27,https://www.zillow.com/homedetails/10-Whitney-St-Saugus-MA-01906/56127252_zpid/,01906,328,0.1008,26.61,47.1,0.3035,0.071,0.050,1
"324 Central St, Hudson, MA 01749",495000,3,4,1972.0 ,515700,3800,6,https://www.zillow.com/homedetails/324-Central-St-Hudson-MA-01749/57077869_zpid/,01749,251,0.0813,31.01,44.0,0.3995,0.044,0.038,0
"5 North Ave, Norwood, MA 02062",549900,2,3,1384.0 ,564000,3099,5,https://www.zillow.com/homedetails/5-North-Ave-Norwood-MA-02062/57488850_zpid/,02062,397,1.0000,28.76,40.8,0.2518,0.065,0.030,0
"11 M St, Hull, MA 02045",549900,2,3,1336.0 ,550000,2680,11,https://www.zillow.com/homedetails/11-M-St-Hull-MA-02045/57190518_zpid/,02045,412,0.3210,26.39,53.5,0.3524,0.028,0.067,0
"18 Mayflower Rd, Woburn, MA 01801",650000,2,4,2977.0 ,678400,3200,4,https://www.zillow.com/homedetails/18-Mayflower-Rd-Woburn-MA-01801/56390182_zpid/,01801,218,-0.5544,29.96,40.0,0.4320,0.044,0.030,1
"43 Buckingham Rd, Norwood, MA 02062",639900,3,3,1960.0 ,664800,3599,5,https://www.zillow.com/homedetails/43-Buckingham-Rd-Norwood-MA-02062/57488389_zpid/,02062,326,1.0000,28.76,40.8,0.4566,0.065,0.030,1
"53 Ballard St, Saugus, MA 01906",539000,2,3,1973.0 ,575000,3200,19,https://www.zillow.com/homedetails/53-Ballard-St-Saugus-MA-01906/56129380_zpid/,01906,273,-0.0781,26.61,47.1,0.3646,0.071,0.050,0
"59 School St, Woburn, MA 01801",682400,3,5,2500.0 ,706700,3587,26,https://www.zillow.com/homedetails/59-School-St-Woburn-MA-01801/56383296_zpid/,01801,273,-0.2434,29.96,40.0,0.5034,0.044,0.030,1
"530-532 Main St, Woburn, MA 01801",519900,3,4,1963.0 ,519900,3687,174,https://www.zillow.com/homedetails/530-532-Main-St-Woburn-MA-01801/2073805887_zpid/,01801,265,-0.2814,29.96,40.0,0.1454,0.044,0.030,0
"228 Pleasant St, Weymouth, MA 02190",575000,2,3,2556.0 ,600200,2799,4,https://www.zillow.com/homedetails/228-Pleasant-St-Weymouth-MA-02190/56633411_zpid/,02190,225,1.0000,36.52,43.3,0.4601,0.036,0.039,1
"156 Green St, Woburn, MA 01801",699900,2,3,1555.0 ,722400,3069,18,https://www.zillow.com/homedetails/156-Green-St-Woburn-MA-01801/56389352_zpid/,01801,450,0.2460,29.96,40.0,0.5420,0.044,0.030,0
"14 Jacobsen Dr, Norwood, MA 02062",595000,2,4,1708.0 ,600500,3327,68,https://www.zillow.com/homedetails/14-Jacobsen-Dr-Norwood-MA-02062/57486449_zpid/,02062,348,1.0000,28.76,40.8,0.3544,0.065,0.030,0
"16 Winslow Ave, Medford, MA 02155",529900,3,3,1580.0 ,574900,3528,10,https://www.zillow.com/homedetails/16-Winslow-Ave-Medford-MA-02155/56273757_zpid/,02155,335,-0.3092,37.84,34.1,0.0581,0.038,0.028,0
"LOT 5 Campbell Farm, Townsend, MA 01469",599900,3,4,2318.0 ,610800,3281,27,https://www.zillow.com/homedetails/LOT-5-Campbell-Farm-Townsend-MA-01469/2072358738_zpid/,01469,259,1.0000,31.38,40.5,1.0873,0.024,0.032,0
"170 Burlington St, Woburn, MA 01801",639900,2,3,1539.0 ,665100,3069,35,https://www.zillow.com/homedetails/170-Burlington-St-Woburn-MA-01801/56385461_zpid/,01801,416,0.1838,29.96,40.0,0.4098,0.044,0.030,1
"18 Wyman St, Woburn, MA 01801",649999,3,5,2538.0 ,,3999,170,https://www.zillow.com/homedetails/18-Wyman-St-Woburn-MA-01801/56384463_zpid/,01801,256,-0.3252,29.96,40.0,0.4320,0.044,0.030,0
"22 Brookside Ave, Boylston, MA 01505",649900,4,4,3271.0 ,662500,3499,74,https://www.zillow.com/homedetails/22-Brookside-Ave-Boylston-MA-01505/57569300_zpid/,01505,199,1.0000,39.42,45.2,0.6841,0.024,0.025,1
"95 Bayberry Hill Rd, Townsend, MA 01474",459900,2,3,2006.0 ,484000,2459,6,https://www.zillow.com/homedetails/95-Bayberry-Hill-Rd-Townsend-MA-01474/57116457_zpid/,01474,229,1.0000,29.00,51.1,0.4859,0.024,0.050,1
"25 Honora Ave, Dracut, MA 01826",299900,2,3,1904.0 ,311800,,2,https://www.zillow.com/homedetails/25-Honora-Ave-Dracut-MA-01826/2069101066_zpid/,01826,158,1.0000,28.57,40.0,-0.0991,0.043,0.041,1
"13 Phillips St, Woburn, MA 01801",559900,2,3,1243.0 ,606600,2893,13,https://www.zillow.com/homedetails/13-Phillips-St-Woburn-MA-01801/56384902_zpid/,01801,450,0.2465,29.96,40.0,0.2335,0.044,0.030,0
"25 Spaulding St, Townsend, MA 01469",399900,2,3,2298.0 ,424200,2631,7,https://www.zillow.com/homedetails/25-Spaulding-St-Townsend-MA-01469/57117937_zpid/,01469,174,1.0000,31.38,40.5,0.3914,0.024,0.032,1
