address,price,bathrooms,bedrooms,area,zestimate,rent_zestimate,days_on_zillow,property_url,zip,$/sqft,compare_$sqft_sold_inZip,household_median_income_on_threshold,median_age,median_house_value,poverty_rate,unemployment_rate,Target
"195 E Union St, Ashland, MA 01721",599900,3,5,2220.0 ,637300,4426,31,https://www.zillow.com/homedetails/195-E-Union-St-Ashland-MA-01721/166015580_zpid/,01721,270,-0.1185,77.33,42.0,0.4927,0.024,0.022,0
"21 Bridle Path Cir, Framingham, MA 01701",599900,3,3,2330.0 ,674800,3687,10,https://www.zillow.com/homedetails/21-Bridle-Path-Cir-Framingham-MA-01701/165986266_zpid/,01701,257,-0.2284,58.87,45.8,0.3842,0.023,0.035,1
"139-141 Middlesex St, North Chelmsford, MA 01863",519900,2,5,2318.0 ,537500,4017,108,https://www.zillow.com/homedetails/139-141-Middlesex-St-North-Chelmsford-MA-01863/2071515354_zpid/,01863,224,1.0000,43.82,43.9,0.5529,0.044,0.049,1
"286 Village St, Medway, MA 02053",325000,2,3,1750.0 ,333400,3510,10,https://www.zillow.com/homedetails/286-Village-St-Medway-MA-02053/57459018_zpid/,02053,186,1.0000,89.75,41.6,-0.2142,0.039,0.027,1
"77 Desoto Rd, Boston, MA 02132",686000,2,3,1432.0 ,707400,3399,13,https://www.zillow.com/homedetails/77-Desoto-Rd-Boston-MA-02132/59153682_zpid/,02132,479,0.0478,47.62,45.3,0.2997,0.025,0.044,0
"137 Westboro Rd, North Grafton, MA 01536",399900,3,3,3335.0 ,405100,2139,136,https://www.zillow.com/homedetails/137-Westboro-Rd-North-Grafton-MA-01536/173767404_zpid/,01536,120,1.0000,56.18,39.7,0.1455,0.032,0.055,0
"19 Kimberly Ln, Dunstable, MA 01827",500000,3,3,1729.0 ,533900,3596,5,https://www.zillow.com/homedetails/19-Kimberly-Ln-Dunstable-MA-01827/57064537_zpid/,01827,289,1.0000,94.16,45.2,0.0618,0.013,0.036,1
"41 Thomas Dr, Chelmsford, MA 01824",599900,2,4,2170.0 ,643800,2999,21,https://www.zillow.com/homedetails/41-Thomas-Dr-Chelmsford-MA-01824/56448109_zpid/,01824,276,-0.1080,80.12,44.7,0.4043,0.015,0.043,1
"334 Church St, Northborough, MA 01532",674900,3,4,3418.0 ,352300,3369,44,https://www.zillow.com/homedetails/334-Church-St-Northborough-MA-01532/173821153_zpid/,01532,197,1.0000,83.73,43.4,0.5095,0.012,0.031,0
"29 Linwood Ave, North Reading, MA 01864",580000,2,4,1772.0 ,,2999,5,https://www.zillow.com/homedetails/29-Linwood-Ave-North-Reading-MA-01864/57090431_zpid/,01864,327,-0.1457,83.79,43.8,0.0807,0.020,0.043,1
"291 Village St, Medway, MA 02053",519900,3,3,2928.0 ,545200,4844,80,https://www.zillow.com/homedetails/291-Village-St-Medway-MA-02053/57458981_zpid/,02053,178,1.0000,89.75,41.6,0.2570,0.039,0.027,1
"104 West St, Reading, MA 01867",649900,2,4,1912.0 ,703000,3270,34,https://www.zillow.com/homedetails/104-West-St-Reading-MA-01867/57099718_zpid/,01867,340,-0.2054,89.93,43.3,0.1548,0.020,0.031,1
"128 Main St, Upton, MA 01568",624999,4,7,4197.0 ,635000,3399,69,https://www.zillow.com/homedetails/128-Main-St-Upton-MA-01568/173953191_zpid/,01568,149,1.0000,83.99,42.4,0.2852,0.015,0.049,0
"150 Pine St, Tewksbury, MA 01876",459900,2,5,2004.0 ,486600,2999,4,https://www.zillow.com/homedetails/150-Pine-St-Tewksbury-MA-01876/56343507_zpid/,01876,229,1.0000,47.05,44.6,0.1814,0.029,0.036,1
"403 Plymouth St, Abington, MA 02351",316900,2,5,2498.0 ,306200,3240,5,https://www.zillow.com/homedetails/403-Plymouth-St-Abington-MA-02351/57147615_zpid/,02351,127,1.0000,41.97,42.2,-0.1131,0.025,0.043,0
"17 Margaret Rd, Stoneham, MA 02180",639900,2,4,1808.0 ,687200,3069,5,https://www.zillow.com/homedetails/17-Margaret-Rd-Stoneham-MA-02180/56340847_zpid/,02180,354,0.0037,45.07,43.8,0.2938,0.026,0.031,1
"19 Bruce Ln, Wenham, MA 01984",672000,3,3,1983.0 ,728300,3329,33,https://www.zillow.com/homedetails/19-Bruce-Ln-Wenham-MA-01984/56971647_zpid/,01984,339,1.0000,82.94,28.3,0.1106,0.004,0.022,0
"16 Green St, Ashland, MA 01721",580000,2,3,2050.0 ,635300,2822,46,https://www.zillow.com/homedetails/16-Green-St-Ashland-MA-01721/166014479_zpid/,01721,283,-0.0683,77.33,42.0,0.4431,0.024,0.022,1
"1164 Whipple Rd, Tewksbury, MA 01876",620000,2,3,1673.0 ,658900,2858,11,https://www.zillow.com/homedetails/1164-Whipple-Rd-Tewksbury-MA-01876/56343602_zpid/,01876,371,1.0000,47.05,44.6,0.5926,0.029,0.036,0
"25 Chauncey St, Dedham, MA 02026",685900,2,3,2100.0 ,699700,3499,48,https://www.zillow.com/homedetails/25-Chauncey-St-Dedham-MA-02026/57439311_zpid/,02026,327,-0.2020,43.83,42.9,0.4882,0.024,0.037,0
"12 Olmstead Ave, Wilmington, MA 01887",430000,2,3,1693.0 ,605800,2999,27,https://www.zillow.com/homedetails/12-Olmstead-Ave-Wilmington-MA-01887/57139724_zpid/,01887,254,-0.1111,79.89,42.1,-0.0924,0.022,0.032,1
"154 Summer St, Maynard, MA 01754",699818,4,3,4503.0 ,743900,3955,3,https://www.zillow.com/homedetails/154-Summer-St-Maynard-MA-01754/57087133_zpid/,01754,155,-0.8218,50.36,41.7,0.9983,0.031,0.012,0
"27 Marcia Rd, Wilmington, MA 01887",599900,3,3,1584.0 ,655000,2934,5,https://www.zillow.com/homedetails/27-Marcia-Rd-Wilmington-MA-01887/57143507_zpid/,01887,379,0.2548,79.89,42.1,0.2661,0.022,0.032,1
"25 Harris St, Marblehead, MA 01945",650000,2,5,2576.0 ,686600,4962,18,https://www.zillow.com/homedetails/25-Harris-St-Marblehead-MA-01945/56940423_zpid/,01945,252,-0.4186,76.19,47.9,-0.0376,0.027,0.049,0
"9 Overlook Ave, Shrewsbury, MA 01545",399999,2,3,1354.0 ,410900,2214,5,https://www.zillow.com/homedetails/9-Overlook-Ave-Shrewsbury-MA-01545/56727810_zpid/,01545,295,1.0000,50.02,41.9,-0.0385,0.029,0.038,1
"165 Loganberry Dr, Abington, MA 02351",649900,2,3,2268.0 ,680200,2778,34,https://www.zillow.com/homedetails/165-Loganberry-Dr-Abington-MA-02351/57146294_zpid/,02351,287,1.0000,41.97,42.2,0.8189,0.025,0.043,0
"290 Forest St, Arlington, MA 02474",685000,2,3,1275.0 ,727300,3003,12,https://www.zillow.com/homedetails/290-Forest-St-Arlington-MA-02474/56400881_zpid/,02474,537,0.0932,60.21,39.3,0.0840,0.028,0.034,1
"26 Juniper Ln, Framingham, MA 01701",429900,3,3,1672.0 ,479000,3591,3,https://www.zillow.com/homedetails/26-Juniper-Ln-Framingham-MA-01701/165981328_zpid/,01701,257,-0.2301,58.87,45.8,-0.0081,0.023,0.035,1
"44 Wunschel Dr, Sutton, MA 01590",599000,2,3,1408.0 ,606700,2499,41,https://www.zillow.com/homedetails/44-Wunschel-Dr-Sutton-MA-01590/57655563_zpid/,01590,425,1.0000,49.59,44.1,0.7022,0.035,0.019,0
"2230 Turnpike St, North Andover, MA 01845",679000,3,4,2245.0 ,737100,3440,13,https://www.zillow.com/homedetails/2230-Turnpike-St-North-Andover-MA-01845/56102198_zpid/,01845,302,1.0000,54.39,38.9,0.3435,0.037,0.038,1
"11 King St, Wilmington, MA 01887",549000,2,3,1709.0 ,596700,2999,45,https://www.zillow.com/homedetails/11-King-St-Wilmington-MA-01887/57142196_zpid/,01887,321,0.1215,79.89,42.1,0.1587,0.022,0.032,0
"2 Connolly Rd, Billerica, MA 01821",669900,3,5,2487.0 ,695800,3528,34,https://www.zillow.com/homedetails/2-Connolly-Rd-Billerica-MA-01821/56420586_zpid/,01821,269,-0.1241,51.63,41.1,0.6395,0.021,0.042,0
"15 Harvard St, North Chelmsford, MA 01863",399900,3,5,1951.0 ,424900,3128,3,https://www.zillow.com/homedetails/15-Harvard-St-North-Chelmsford-MA-01863/56443804_zpid/,01863,205,1.0000,43.82,43.9,0.1944,0.044,0.049,0
"198 Cedar St, Hanover, MA 02339",579000,2,3,1568.0 ,599100,2828,11,https://www.zillow.com/homedetails/198-Cedar-St-Hanover-MA-02339/57184862_zpid/,02339,369,1.0000,82.83,41.9,0.1309,0.019,0.041,0
"91 Dutcher St, Hopedale, MA 01747",415000,2,4,1768.0 ,434000,2528,12,https://www.zillow.com/homedetails/91-Dutcher-St-Hopedale-MA-01747/57602024_zpid/,01747,235,1.0000,54.71,45.0,0.2167,0.032,0.060,0
"146 Upton St, Grafton, MA 01519",419000,2,4,1908.0 ,440300,1991,31,https://www.zillow.com/homedetails/146-Upton-St-Grafton-MA-01519/57591639_zpid/,01519,220,1.0000,56.67,41.7,0.1540,0.018,0.034,0
"28 Pleasant St, Grafton, MA 01519",320000,2,3,2130.0 ,328700,3043,5,https://www.zillow.com/homedetails/28-Pleasant-St-Grafton-MA-01519/57591770_zpid/,01519,150,1.0000,56.67,41.7,-0.1187,0.018,0.034,0
"131 Vernon St, Wakefield, MA 01880",629000,2,3,1522.0 ,673800,2963,5,https://www.zillow.com/homedetails/131-Vernon-St-Wakefield-MA-01880/56352238_zpid/,01880,413,0.1458,43.85,44.0,0.2436,0.020,0.030,0
"119 French St, Tewksbury, MA 01876",599000,4,4,2544.0 ,639200,3823,19,https://www.zillow.com/homedetails/119-French-St-Tewksbury-MA-01876/56341890_zpid/,01876,235,1.0000,47.05,44.6,0.5387,0.029,0.036,0
"25 Dreamwold Rd, Scituate, MA 02066",500000,3,4,2243.0 ,,3499,4,https://www.zillow.com/homedetails/25-Dreamwold-Rd-Scituate-MA-02066/57224259_zpid/,02066,223,-0.7399,86.99,49.2,-0.1544,0.021,0.029,0
"252 Union St, Millis, MA 02054",529900,2,3,1547.0 ,541800,3340,13,https://www.zillow.com/homedetails/252-Union-St-Millis-MA-02054/57462610_zpid/,02054,343,1.0000,51.66,45.4,0.3241,0.005,0.022,0
"6 Sinclair St, Billerica, MA 01821",515000,2,3,1782.0 ,548400,3069,4,https://www.zillow.com/homedetails/6-Sinclair-St-Billerica-MA-01821/56423513_zpid/,01821,289,-0.0478,51.63,41.1,0.2604,0.021,0.042,1
"145 North St, Grafton, MA 01519",599900,3,4,2434.0 ,616600,3284,6,https://www.zillow.com/homedetails/145-North-St-Grafton-MA-01519/57589730_zpid/,01519,246,1.0000,56.67,41.7,0.6522,0.018,0.034,0
"5 Philip Rd, Framingham, MA 01701",625000,3,5,2652.0 ,668000,4285,10,https://www.zillow.com/homedetails/5-Philip-Rd-Framingham-MA-01701/165985452_zpid/,01701,236,-0.3420,58.87,45.8,0.4421,0.023,0.035,1
"1738 Main St, Tewksbury, MA 01876",519000,2,3,1200.0 ,554200,2999,5,https://www.zillow.com/homedetails/1738-Main-St-Tewksbury-MA-01876/56345823_zpid/,01876,432,1.0000,47.05,44.6,0.3332,0.029,0.036,0
"116 Worcester Rd, Sterling, MA 01564",340000,2,3,1272.0 ,351600,2028,8,https://www.zillow.com/homedetails/116-Worcester-Rd-Sterling-MA-01564/57648672_zpid/,01564,267,1.0000,73.51,46.8,-0.0556,0.011,0.033,0
"15 Beacon Park, Watertown, MA 02472",650000,2,3,1850.0 ,657500,2558,0,https://www.zillow.com/homedetails/15-Beacon-Park-Watertown-MA-02472/56372826_zpid/,02472,351,-0.5663,44.85,38.2,0.1613,0.049,0.035,0
"9 Wiley Pl, Wakefield, MA 01880",499000,2,3,1773.0 ,520900,2999,28,https://www.zillow.com/homedetails/9-Wiley-Pl-Wakefield-MA-01880/56354502_zpid/,01880,281,-0.2544,43.85,44.0,-0.0134,0.020,0.030,1
"14 Exchange St, Holliston, MA 01746",290000,2,3,1619.0 ,309400,2952,94,https://www.zillow.com/homedetails/14-Exchange-St-Holliston-MA-01746/57069842_zpid/,01746,179,-0.8213,93.34,42.2,-0.3535,0.008,0.039,1
"6 Rosewood Ave, Billerica, MA 01821",549900,2,3,1614.0 ,583400,2999,5,https://www.zillow.com/homedetails/6-Rosewood-Ave-Billerica-MA-01821/56417711_zpid/,01821,341,0.1113,51.63,41.1,0.3458,0.021,0.042,1
"10 Montview Ave, Waltham, MA 02451",549900,2,4,1500.0 ,581000,2999,5,https://www.zillow.com/homedetails/10-Montview-Ave-Waltham-MA-02451/56359271_zpid/,02451,367,-0.0288,59.41,38.0,0.0466,0.026,0.027,1
"72 William G Dr, Tewksbury, MA 01876",629900,2,4,2540.0 ,666000,2329,4,https://www.zillow.com/homedetails/72-William-G-Dr-Tewksbury-MA-01876/56346208_zpid/,01876,248,1.0000,47.05,44.6,0.6180,0.029,0.036,1
"58 Adams St, Medway, MA 02053",579900,2,3,1541.0 ,604200,3428,50,https://www.zillow.com/homedetails/58-Adams-St-Medway-MA-02053/331399691_zpid/,02053,376,1.0000,89.75,41.6,0.4021,0.039,0.027,1
"1 Harvard St, North Chelmsford, MA 01863",632900,2,4,2310.0 ,664800,3229,84,https://www.zillow.com/homedetails/1-Harvard-St-North-Chelmsford-MA-01863/56443799_zpid/,01863,274,1.0000,43.82,43.9,0.8904,0.044,0.049,0
"93 Partridge Rd, Billerica, MA 01821",510000,2,3,1807.0 ,557200,2963,8,https://www.zillow.com/homedetails/93-Partridge-Rd-Billerica-MA-01821/56423683_zpid/,01821,282,-0.0729,51.63,41.1,0.2482,0.021,0.042,1
"39 Concord Rd, Billerica, MA 01821",579000,2,4,2268.0 ,620900,3264,25,https://www.zillow.com/homedetails/39-Concord-Rd-Billerica-MA-01821/56418665_zpid/,01821,255,-0.1861,51.63,41.1,0.4170,0.021,0.042,1
"288 Thacher St, Milton, MA 02186",639000,2,3,1570.0 ,666900,3200,4,https://www.zillow.com/homedetails/288-Thacher-St-Milton-MA-02186/57466908_zpid/,02186,407,-0.0431,91.03,39.5,0.0326,0.035,0.036,0
"44 Sherburne Ave, Tyngsboro, MA 01879",375000,3,5,2888.0 ,403200,3617,11,https://www.zillow.com/homedetails/44-Sherburne-Ave-Tyngsboro-MA-01879/57121340_zpid/,01879,130,1.0000,62.13,42.7,-0.0345,0.034,0.043,0
"110 N Row Rd, Sterling, MA 01564",475000,3,3,1244.0 ,494900,2051,16,https://www.zillow.com/homedetails/110-N-Row-Rd-Sterling-MA-01564/173854238_zpid/,01564,382,1.0000,73.51,46.8,0.3194,0.011,0.033,0
"18 School St, Wilmington, MA 01887",599900,2,4,2136.0 ,642300,3234,5,https://www.zillow.com/homedetails/18-School-St-Wilmington-MA-01887/57142120_zpid/,01887,281,-0.0048,79.89,42.1,0.2661,0.022,0.032,1
"88 Milford St, Upton, MA 01568",549900,3,4,2246.0 ,571500,3369,18,https://www.zillow.com/homedetails/88-Milford-St-Upton-MA-01568/61321599_zpid/,01568,245,1.0000,83.99,42.4,0.1308,0.015,0.049,0
"1055 Hanover St, Hanover, MA 02339",479000,2,3,1562.0 ,493500,2813,19,https://www.zillow.com/homedetails/1055-Hanover-St-Hanover-MA-02339/57185575_zpid/,02339,307,1.0000,82.83,41.9,-0.0645,0.019,0.041,0
"195 Wildwood St, Wilmington, MA 01887",469900,2,3,1540.0 ,501600,2576,14,https://www.zillow.com/homedetails/195-Wildwood-St-Wilmington-MA-01887/57141894_zpid/,01887,305,0.0751,79.89,42.1,-0.0082,0.022,0.032,1
"6 Belknap St, Hopkinton, MA 01581",499900,2,3,1440.0 ,550500,2810,18,https://www.zillow.com/homedetails/6-Belknap-St-Hopkinton-MA-01581/57072775_zpid/,01581,347,1.0000,60.22,38.8,0.0912,0.025,0.023,0
"511 Plymouth St, Abington, MA 02351",620000,2,3,2282.0 ,586200,2658,12,https://www.zillow.com/homedetails/511-Plymouth-St-Abington-MA-02351/57147752_zpid/,02351,272,1.0000,41.97,42.2,0.7352,0.025,0.043,0
"14 Raymond Rd, Chelmsford, MA 01824",565000,2,3,1760.0 ,614700,2999,6,https://www.zillow.com/homedetails/14-Raymond-Rd-Chelmsford-MA-01824/56450791_zpid/,01824,321,0.0458,80.12,44.7,0.3226,0.015,0.043,0
"44 Gates Pond Rd, Berlin, MA 01503",449999,2,4,2196.0 ,480500,3200,40,https://www.zillow.com/homedetails/44-Gates-Pond-Rd-Berlin-MA-01503/57564467_zpid/,01503,205,1.0000,41.85,49.7,0.0648,0.029,0.029,0
"19 Kathy Ln, Wakefield, MA 01880",579900,2,3,1697.0 ,625100,3069,5,https://www.zillow.com/homedetails/19-Kathy-Ln-Wakefield-MA-01880/56355372_zpid/,01880,342,-0.0331,43.85,44.0,0.1465,0.020,0.030,1
"170 Littlefield Rd, Boxboro, MA 01719",599000,2,3,1518.0 ,664700,3200,12,https://www.zillow.com/homedetails/170-Littlefield-Rd-Boxboro-MA-01719/165979123_zpid/,01719,395,0.1752,64.85,43.2,0.0961,0.046,0.046,0
"4 Lincoln Rd, Sutton, MA 01590",689000,3,4,2464.0 ,,3200,31,https://www.zillow.com/homedetails/4-Lincoln-Rd-Sutton-MA-01590/57655254_zpid/,01590,280,1.0000,49.59,44.1,0.9579,0.035,0.019,0
"113 Whitney St, Northborough, MA 01532",525000,2,3,2566.0 ,546200,2957,17,https://www.zillow.com/homedetails/113-Whitney-St-Northborough-MA-01532/57623470_zpid/,01532,205,1.0000,83.73,43.4,0.1742,0.012,0.031,1
"282 Pleasant St, Marblehead, MA 01945",315000,2,3,1590.0 ,373000,3058,4,https://www.zillow.com/homedetails/282-Pleasant-St-Marblehead-MA-01945/56937865_zpid/,01945,198,-0.8068,76.19,47.9,-0.5336,0.027,0.049,0
"245 Lincoln St, Waltham, MA 02451",679974,3,4,2280.0 ,714200,4200,47,https://www.zillow.com/homedetails/245-Lincoln-St-Waltham-MA-02451/56360042_zpid/,02451,298,-0.2646,59.41,38.0,0.2942,0.026,0.027,1
"9 Fletcher Ln, Littleton, MA 01460",599999,4,3,1732.0 ,634200,3842,11,https://www.zillow.com/homedetails/9-Fletcher-Ln-Littleton-MA-01460/57085449_zpid/,01460,346,0.0747,76.30,44.7,0.3072,0.033,0.045,0
"109 Partridge Rd, Billerica, MA 01821",525000,2,3,2100.0 ,572400,2999,4,https://www.zillow.com/homedetails/109-Partridge-Rd-Billerica-MA-01821/56423684_zpid/,01821,250,-0.2112,51.63,41.1,0.2849,0.021,0.042,1
"1 Arlene Dr, Framingham, MA 01701",589900,2,4,1300.0 ,630200,3087,12,https://www.zillow.com/homedetails/1-Arlene-Dr-Framingham-MA-01701/165987523_zpid/,01701,454,0.3030,58.87,45.8,0.3611,0.023,0.035,1
"117 Shirley St, Pepperell, MA 01463",499000,2,3,2401.0 ,527100,2893,5,https://www.zillow.com/homedetails/117-Shirley-St-Pepperell-MA-01463/57097997_zpid/,01463,208,1.0000,48.76,44.0,0.4531,0.038,0.035,1
"73 Hudson St, Milton, MA 02186",699000,2,3,1952.0 ,722000,3428,54,https://www.zillow.com/homedetails/73-Hudson-St-Milton-MA-02186/57465438_zpid/,02186,358,-0.1856,91.03,39.5,0.1296,0.035,0.036,0
"47 Andrew Ln, Holliston, MA 01746",545000,3,3,2350.0 ,590400,3835,19,https://www.zillow.com/homedetails/47-Andrew-Ln-Holliston-MA-01746/57068978_zpid/,01746,232,-0.4067,93.34,42.2,0.2149,0.008,0.039,1
"84 Milner St, Waltham, MA 02451",684900,2,3,1546.0 ,717800,3214,68,https://www.zillow.com/homedetails/84-Milner-St-Waltham-MA-02451/56358713_zpid/,02451,443,0.1486,59.41,38.0,0.3036,0.026,0.027,1
"565 Whiting St, Hanover, MA 02339",650000,3,3,2405.0 ,739100,3058,37,https://www.zillow.com/homedetails/565-Whiting-St-Hanover-MA-02339/57531189_zpid/,02339,270,1.0000,82.83,41.9,0.2695,0.019,0.041,0
"LOT 2 Goldthwaite Rd, Northbridge, MA 01534",624900,2,3,1715.0 ,624900,2582,132,https://www.zillow.com/homedetails/LOT-2-Goldthwaite-Rd-Northbridge-MA-01534/2072162727_zpid/,01534,364,1.0000,46.12,45.2,0.7814,0.041,0.035,0
"21 Katie Way, Tewksbury, MA 01876",624900,3,3,1837.0 ,666000,3499,25,https://www.zillow.com/homedetails/21-Katie-Way-Tewksbury-MA-01876/79864219_zpid/,01876,340,1.0000,47.05,44.6,0.6052,0.029,0.036,1
"200 Pond St, Natick, MA 01760",699900,3,4,2000.0 ,740200,4128,18,https://www.zillow.com/homedetails/200-Pond-St-Natick-MA-01760/56300299_zpid/,01760,350,-0.1212,64.92,41.1,0.2388,0.017,0.030,0
"12 Lake Cir, Dunstable, MA 01827",699000,2,3,2818.0 ,715800,2463,61,https://www.zillow.com/homedetails/12-Lake-Cir-Dunstable-MA-01827/57064940_zpid/,01827,248,1.0000,94.16,45.2,0.4844,0.013,0.036,0
"114 Ashcroft St, Dedham, MA 02026",675000,2,4,1760.0 ,696300,3363,11,https://www.zillow.com/homedetails/114-Ashcroft-St-Dedham-MA-02026/57441789_zpid/,02026,384,-0.0236,43.83,42.9,0.4645,0.024,0.037,0
"2 Stones Ct, Framingham, MA 01701",549000,2,3,2232.0 ,580000,2799,2,https://www.zillow.com/homedetails/2-Stones-Ct-Framingham-MA-01701/165984282_zpid/,01701,246,-0.2858,58.87,45.8,0.2667,0.023,0.035,0
"133 Shawsheen St, Tewksbury, MA 01876",557000,4,3,2952.0 ,597800,3971,17,https://www.zillow.com/homedetails/133-Shawsheen-St-Tewksbury-MA-01876/56344330_zpid/,01876,189,1.0000,47.05,44.6,0.4308,0.029,0.036,0
"12 Acorn St, Scituate, MA 02066",699000,2,3,1698.0 ,,2999,10,https://www.zillow.com/homedetails/12-Acorn-St-Scituate-MA-02066/57223439_zpid/,02066,412,0.0578,86.99,49.2,0.1821,0.021,0.029,0
"465 Boston Rd, Billerica, MA 01821",539900,2,5,1962.0 ,571000,3234,27,https://www.zillow.com/homedetails/465-Boston-Rd-Billerica-MA-01821/56418710_zpid/,01821,275,-0.1004,51.63,41.1,0.3213,0.021,0.042,1
"2 White St, Littleton, MA 01460",580000,2,4,2757.0 ,615700,3058,82,https://www.zillow.com/homedetails/2-White-St-Littleton-MA-01460/57085038_zpid/,01460,210,-0.5237,76.30,44.7,0.2636,0.033,0.045,0
"910-914 Massachusetts Ave, Lunenburg, MA 01462",340000,4,4,3036.0 ,347600,,4,https://www.zillow.com/homedetails/910-914-Massachusetts-Ave-Lunenburg-MA-01462/2069130448_zpid/,01462,112,1.0000,47.47,44.3,0.1010,0.034,0.039,1
"19-21 Norton Ave, Walpole, MA 02081",649000,2,6,1682.0 ,665000,1421,16,https://www.zillow.com/homedetails/19-21-Norton-Ave-Walpole-MA-02081/184052553_zpid/,02081,386,1.0000,67.91,40.8,0.3354,0.026,0.040,0
"136 Grove St, Reading, MA 01867",649900,3,4,2304.0 ,718800,3528,12,https://www.zillow.com/homedetails/136-Grove-St-Reading-MA-01867/57103485_zpid/,01867,282,-0.4525,89.93,43.3,0.1548,0.020,0.031,1
"587 Flagg Hill Rd, Boxboro, MA 01719",650000,2,4,2234.0 ,716100,2999,3,https://www.zillow.com/homedetails/587-Flagg-Hill-Rd-Boxboro-MA-01719/165979984_zpid/,01719,291,-0.1187,64.85,43.2,0.1894,0.046,0.046,0
"7 Old Brook Rd, Shrewsbury, MA 01545",460000,2,4,1617.0 ,470600,2635,26,https://www.zillow.com/homedetails/7-Old-Brook-Rd-Shrewsbury-MA-01545/56723054_zpid/,01545,284,1.0000,50.02,41.9,0.1058,0.029,0.038,0
"6 Braemore Rd, Billerica, MA 01821",469900,2,3,1392.0 ,,2893,11,https://www.zillow.com/homedetails/6-Braemore-Rd-Billerica-MA-01821/56418550_zpid/,01821,338,0.1030,51.63,41.1,0.1500,0.021,0.042,0
"84 Beal St, Lunenburg, MA 01462",400000,2,4,2085.0 ,418300,2856,52,https://www.zillow.com/homedetails/84-Beal-St-Lunenburg-MA-01462/57611098_zpid/,01462,192,1.0000,47.47,44.3,0.2953,0.034,0.039,0
"526 Country Way, Scituate, MA 02066",659900,2,4,2205.0 ,694400,3258,27,https://www.zillow.com/homedetails/526-Country-Way-Scituate-MA-02066/57223283_zpid/,02066,299,-0.2960,86.99,49.2,0.1160,0.021,0.029,0
"2724 Providence Rd, Northbridge, MA 01534",429900,2,4,1836.0 ,460500,2797,36,https://www.zillow.com/homedetails/2724-Providence-Rd-Northbridge-MA-01534/57629275_zpid/,01534,234,1.0000,46.12,45.2,0.2255,0.041,0.035,0
"374 Park St, North Reading, MA 01864",485000,2,4,1500.0 ,,2893,32,https://www.zillow.com/homedetails/374-Park-St-North-Reading-MA-01864/57091302_zpid/,01864,323,-0.1598,83.79,43.8,-0.0963,0.020,0.043,1
"432 First Parish Rd, Scituate, MA 02066",649900,2,4,2090.0 ,613600,2001,7,https://www.zillow.com/homedetails/432-First-Parish-Rd-Scituate-MA-02066/57224947_zpid/,02066,311,-0.2473,86.99,49.2,0.0991,0.021,0.029,0
"62 Constantine Dr, Tyngsboro, MA 01879",649000,3,4,2128.0 ,687400,3058,0,https://www.zillow.com/homedetails/62-Constantine-Dr-Tyngsboro-MA-01879/57120366_zpid/,01879,305,1.0000,62.13,42.7,0.6710,0.034,0.043,0
"10 Phaneuf St, Middleton, MA 01949",599999,2,3,1444.0 ,643200,2999,13,https://www.zillow.com/homedetails/10-Phaneuf-St-Middleton-MA-01949/179905662_zpid/,01949,416,1.0000,78.86,42.9,0.0799,0.023,0.051,1
"46 Central Tpke, Sutton, MA 01590",510000,2,3,2243.0 ,497200,2963,1,https://www.zillow.com/homedetails/46-Central-Tpke-Sutton-MA-01590/57655222_zpid/,01590,227,1.0000,49.59,44.1,0.4493,0.035,0.019,0
"14 Cobb Terrace, Walpole, MA 02081",629000,2,3,2464.0 ,644500,3969,25,https://www.zillow.com/homedetails/14-Cobb-Terrace-Walpole-MA-02081/2100551349_zpid/,02081,255,1.0000,67.91,40.8,0.2942,0.026,0.040,0
"10 Blackberry Ln, Framingham, MA 01701",575000,3,3,1525.0 ,630300,3591,17,https://www.zillow.com/homedetails/10-Blackberry-Ln-Framingham-MA-01701/165986595_zpid/,01701,377,0.1612,58.87,45.8,0.3267,0.023,0.035,0
"172 Potter Rd, Framingham, MA 01701",499000,2,5,1974.0 ,577700,3528,25,https://www.zillow.com/homedetails/172-Potter-Rd-Framingham-MA-01701/165981054_zpid/,01701,253,-0.2511,58.87,45.8,0.1514,0.023,0.035,1
"133 Bussey St, Dedham, MA 02026",459900,2,3,1540.0 ,470000,1104,45,https://www.zillow.com/homedetails/133-Bussey-St-Dedham-MA-02026/57439363_zpid/,02026,299,-0.3146,43.83,42.9,-0.0022,0.024,0.037,1
"3 Galloway Rd, Chelmsford, MA 01824",650000,3,4,2872.0 ,696500,3838,5,https://www.zillow.com/homedetails/3-Galloway-Rd-Chelmsford-MA-01824/56449471_zpid/,01824,226,-0.3534,80.12,44.7,0.5215,0.015,0.043,0
"218 Beacon St, Framingham, MA 01701",649000,3,4,1974.0 ,703800,3800,4,https://www.zillow.com/homedetails/218-Beacon-St-Framingham-MA-01701/165988260_zpid/,01701,329,0.0380,58.87,45.8,0.4975,0.023,0.035,0
"68 Muller Rd, Burlington, MA 01803",679900,2,3,2188.0 ,710600,3200,26,https://www.zillow.com/homedetails/68-Muller-Rd-Burlington-MA-01803/57057033_zpid/,01803,311,-0.1520,69.60,41.1,0.2737,0.027,0.028,1
"145 Armsby Rd, Sutton, MA 01590",619900,2,4,3590.0 ,638300,3058,69,https://www.zillow.com/homedetails/145-Armsby-Rd-Sutton-MA-01590/82528275_zpid/,01590,173,1.0000,49.59,44.1,0.7616,0.035,0.019,0
